"kaoru_lifehack","@kaoru_lifehack","かおる @kaoru_lifehack ストレスフリーな仕事術を発信 | 高専の技術コンテストで日本一 ? 大学院 & フリーランス ? IT企業 ? スタートアップ企業CTO | 『自分の機嫌を自分で取る』","ストレスフリーな働き方  ・すぐやる ・人に頼る ・自分を褒める ・疲れる前に休む ・敵はつくらない ・会社に期待しない ・いい人は演じない ・人は人、自分は自分 ・複数の収入源をつくる ・職場以外のコミュニティをもつ  ストレスフリーな生き方はプロフ最後に残してあります。","5861 ","707","95","48"
"mas_steps","@mas_steps","マス @mas_steps 初心者向けに「お金の知識」を発信。フォローすると「お金の余裕」が手に入り、人生が楽しく豊かになります。『マスブログ』を運営。40代サラリーマン。米国起業→どん底→本業/資産8桁。応援フォロー嬉しいです","やり方次第！今を変えたいなら行動しかない！","1.3万 ","378","1","1"
"wakayuka18","@wakayuka18","ゆかこ｜中高生子育ての落とし穴を呟く人 @wakayuka18 こじらせ母歴15年??間違いに気付く??見守る子育て??親子で人生激変！｜ゲームばっかりで勉強しない・受験生・不登校の見守り方｜中高生ママ中心のお悩み相談3600時間以上｜息子２人｜親子仲や夫婦仲が改善！子どもが意欲的になりました！高校・大学の合格報告も多数｜チョ～母親目線の「思春期子育てのコツ」を毎日ツイート","俺も気をつけないといかんね。。","5679 ","106","1","1"
"momotro018","@momotro018","桃太郎+ @momotro018 小さな世論の力を集めて自公維国 財務カルト中抜き政権の鬼退治をしていきましょう  私たちに必要なのは『知識と怒り』だ。  泉房穂新党/れいわ/共産/社民 を応援しています #一揆 #政権交代 #消費税の嘘 #税は財源ではない #政府の赤字はみんなの黒字 #緊急事態条項反対 #自民党全員落選運動","岸信千世氏 (31歳) が事務所開き「父、伯父の思いを背負って」山口2区  あの安倍元首相ですら、秘書官を4年経験して39歳で立候補だぞ。山口県民はよく考えて欲しい『こんなんでも受かるから笑いが止まらんわｗ』って馬鹿にされてるんだぞ？  記事 https://asahi.com/articles/ASR3M578HR3MTZNB001.html… ","2.3万 ","902","57","20"
"tackeyshisan","@tackeyshisan","たき｜会社員向け""片手間投資"" @tackeyshisan 【会社員がやる投資の1stステップ】35歳SE｜年収600万のブラック平社員→個人事業で1800万を消失、コロナで仕事凍結→未経験から1年半で資産5000万｜公式LINEで『コスパ最強投資術』の全てが分かります","25歳以上45歳未満の人は必見  すぐにでも8桁の資産をもてる可能性がある。このことを知らない人が多すぎる。『不動産投資』はお金持ちだけがやるものだと思い込んでいるなら間違いですよ。今は「キャリアを資産に変える時代」。実は初期費用0円で貯金無しでも始められます。秘訣は固ツイをクリック。","3141 ","4","0","0"
"takshi_77","@takshi_77","竹林 崇@脳卒中リハの専門家, 作業療法士, PhD（医学） @takshi_77 大阪公立大学| 教授| 博士（医学）|作業療法士（Occupational therapist）| 脳卒中後の手の麻痺のリハ開発| ロボット開発| 片手で使える道具（Assistive thecholgy）開発| 国内外医学論文多数| NHK等のメディア対応経験多数| 所属関係なく個人の意見| 漫画好き（推しの子推し）","今日は6時半から校門の前に並び、息子の卒業式の最前席を獲得。プライベートと仕事もしっかり準備をして後悔なく時間を過ごしたい。これが自分が大事にしていることです。良い時間を過ごしたいと思います。","2.5万 ","325","45","2"
"Love_yellowhat","@Love_yellowhat","George @Love_yellowhat 教員. Work smarter than harder 質問箱：https://peing.net/ja/dr_george_osaru… note：http://note.com/dr_george_sens…","付き合い方を考えている時点で友人ではないです。   #Peing #質問箱","4.1万 ","110","377","26"
"shun_55fire","@shun_55fire","しゅん｜資産5000万公務員 @shun_55fire 【公務員がやるべき資産形成法を発信】 36歳｜副業禁止の公務員→資産形成開始→資産5000万到達｜不動産オーナー歴8年、株式投資歴10年｜ゼロからスタートする公務員の大富豪道はオレに聞け！","悲しすぎる公務員人生  毎晩22時まで働いて、節約しまくって、めでたく子供は大学に進学。老後は年金だけでは足りないから、65歳になっても節約生活。気が付けば『節約人生』なんてことも…。嫌なら今すぐ固ツイの事を始めよう。公務員なら結果はプロフの通り出せます。お金に困らない人生を作ろう。","1204 ","161","809","823"
"atama_active","@atama_active","あたま┃瞑想でメンタル改善┃22年のうつ経験から逆転！ @atama_active 【100%嘘なし！私の人生逆転ストーリー】 高校でいじめ?22年間うつで苦しむ?1,000を超える科学的テク実践?マインドを変えてうつを克服?起業１年目で年商3,500万┃人工透析患者でも諦めない┃科学的メンタル術を発信┃あなたを１歩ずつ幸福マインドに！メンタル不安定な方が活躍する社会を創る社長","寒暖差でメンタル落ち込みました。そんな時は「リカバリーの方法を試すチャンス」。あたまは??  ・映画 ・ヨガ＆瞑想 ・焚火で焼肉 ・60分筋トレ×? ・新しい店で店員と話す ・小さなボランティア活動  で回復できた！楽しい行動はメンタルに＋10pt P.S.リプが返せなかった方、ごめんなさいm(__)m","8091 ","090","97","17"
"Happygooood2944","@Happygooood2944","彩福 @Happygooood2944 彩色屋／社寺荘厳／工房より生中継／伝統産業の涙／和風でSorry ! Painter/Decoration for Shrines&Temples/Live from our factory/Tears in the traditional handiwork-world/Very Japanese !","  熱闘！唐子園  エース月曜  日曜日と祝日の中継ぎ登板  勝ち負けのお彼岸 春告マウンド  休みたい気持ちを牽制 平日の意地を見せろ！","2730 ","011","125","6"
"craftsman207","@craftsman207","企むオトコ @craftsman207 オトコソロ活動中。 ひとり法人代表。　　　　　　　　　　　　　　　　　　　　　　　料理は、作って楽しみ、目でも楽しむ 旅、からだ、健康、仮想通貨を企む 量子力学と色即是空。 すべては内から始まる。 利他と自責のこころ。 世の中にラブとユーモア、そして浪漫を。本日より、DMは親しい方のみ","飽きもせず企む。  気持ちのよいお天気。 も少し気温が上がれば 春本番  鰤かま焼き。 3日目は お手製調味液につけてたのを フライパンで何とか焼く 厚揚げの味噌汁。  もう1回分 鰤があるなあ～。 さあて何を作ろうか？  美味しゅうございました  #おうちごはん #鰤かま #ストウブ #料理好き","3884 ","901","238","6"
"noborutakachi","@noborutakachi","高知東生 @noborutakachi 高知東生です。今自分に出来ること…。自分に向き合い、日々を綴っています。YouTubeたかりこチャンネルhttps://youtu.be/rj96-LCcLJI 応援して下さい。自叙伝「生き直す」刊行しました。  ※お仕事の問い合わせはinfo@scga.jpまで","努力と自己責任論だけでは問題解決に至らない。けれど相談された時につい「あきらめずに頑張れ」なんて言ってしまうのは自分の中に答えがないから。逮捕前の俺がそうだった。人って相談事を金や力のありそうな人にしがちだけどピンチの時はピンチを経験した人、助けられた経験のある人にした方がいいゾ","6.1万 ","372","567","118"
"alpha_movie01","@alpha_movie01","ALPHAスナフキンのひとりごと Snufkin's tweet for your life @alpha_movie01 スナフキンと一緒に優しい時間の繋がりで、優しい世界を作ろう！☆音楽垢 @alpha_music01 ☆壁紙垢 @alpha_thankyou ☆支援垢 @sky_supporting も宜しく☆Why don't you take a journey of imagination with Snufkin?  #フォロバ100%","【自作＋お勧めスマホ壁紙紹介】 Free wallpapers you can take free.  いろいろ難しい世の中だけど たまには心のサングラス外して 本当の自分を解放してみようじゃないか  ＜今日の壁紙＞230320-1 ・壁紙は自由にお使い下さい ・iPhone、android　1080x1920 (9:16) ・個人利用のみ","8482 ","749","162","16"
"usao_recipes","@usao_recipes","うさお -恋愛相談- @usao_recipes 大失恋が人を魅力的に変えてくれる。恋愛相談、復縁相談の人。 600人以上の復縁成功者を見届けてきました。 累計2000件超の電話相談→ https://fukuen-recipes.com/advice/6813 サブ垢→  @usao_sub  質問箱用垢→  @usamonbako","『冷却期間』って言葉がしっくりこないなら 『受け身期間』に変えてみるといいかもね。  ■受け身期間■ ・能動的に関わろうとはしない。 ・向こうからのアクションで関わる場合や、どうしても関わる必要がある場合はわざわざ素っ気なくしたりしないで心の余裕を意識して好意的に対応。","5998 ","580","123","22"
"ituki3hu","@ituki3hu","恋愛,復縁占い師＊桜井一姫 @ituki3hu 恋愛占いを無料でしてます/ 応募方法は固ツイに / 今までに700名以上の相談経験 / タロット占い師として複数の場所で活動中 / 有名ヒーラーに教わりヒーリング技術も取得","3/16 彼の夜の気持ち  ↓彼の星座↓ 牡羊：隣で寝たい 牡牛：キスしたい 双子：手つなご？ 蟹：電話したい 獅子：ハグしたい 乙女：ご飯いきたい 天秤：好き 蠍：束縛したい 射手：浮気しないで 山羊：触れたい 水瓶：ずっと一緒 魚：会いたい  【フォロー＆RT】であなたの思いが伝わる","1891 ","927","351","97"
"hukuen_hanairo","@hukuen_hanairo","はないろ｜復縁婚しました @hukuen_hanairo 遠距離・彼の他好き・婚約破棄で別れ→冷却期間後、連絡しつつタイミングを待つ→別れて1年半後に復縁→1年後に結婚→現在結婚10周年｜実体験から復縁結婚に必要だった学び・心構え・してよかったコトをつぶやいてます｜より深い話はブログやnoteで発信中 →「復縁結婚のコツ　はないろ」で検索してね?","復縁のために頑張ってる人ってめっちゃ一途だし、別れの原因に向き合ったり自分磨きに励んだり、人間的に成熟した人が多いと思う。復縁は相手とのタイミングもあるから絶対とは言えないけれど、みんな絶対【幸せ】はその手につかめるから…今の頑張りはぜーんぶ絶対、無駄にはならないからね","2052 ","711","19","1"
"meruken_suck","エラー","エラー","エラー","エラー","エラー","エラー","エラー"
"Rei_Kyogoku","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー"
"Spicaspiritual","@Spicaspiritual","スピカ｜霊視鑑定士 @Spicaspiritual 現役霊能者。10,000件以上の鑑定実績あり。 縁結び、霊視・オーラ占い。","たくさん反応いただきありがとうございます こちらは抽選になります！ 連日行なっている無料鑑定は変わらず続けますが、無料での『個人鑑定』は最初で最後です。 4000フォロワー様達成したらまたお知らせいたします","3808 ","702","115","7"
"hiroshi03692","@hiroshi03692","京都ぶらりhiroshi0369 @hiroshi03692 大好きな京都の魅力を発信。 神社仏閣や観光スポット、京都旅の魅力を京都ぶらりブログで情報発信しています！厳選した商品を提供。楽天RoomOpenしました。是非お立ち寄りください！","春探しへ円山公園へ 枝下桜が咲き始めました。 少し早かったのですが… 現在、三分咲き程度。 #京都ぶらり #イマソラ #京都観光 #円山公園 #枝下桜","4507 ","178","35","2"
"GoshuinTouring","@GoshuinTouring","御朱印ツーリング会（神社仏閣オートバイ巡り） @GoshuinTouring 神社仏閣へﾊﾞｲｸでGo! 中部支部(ﾚﾃﾞｨｰｽ)関東支部(男女)のｵｰﾄﾊﾞｲﾂｰﾘﾝｸﾞ会です,詳細はWebへ.【走行ｽﾋﾟｰﾄﾞ+15km/h以内】【参拝作法を他人に押し付けない】をﾓｯﾄｰに活動.40～60代男女,岐阜/三重/愛知/滋賀周辺,神奈川/東京/埼玉周辺の会","2023年3月16日(木)中部支部 Part1 レディース早春の三重ツーリング [三重県]桑名宗社(春日神社) #御朱印ツーリング #御朱印巡り #バイク女子 #レディースライダー #桑名宗社 #春日神社","1261 ","880","185","10"
"Tau_okA","@Tau_okA","多摩美術大学オカルト研究会 @Tau_okA 【新入生募集中。DMください。】霊感のないマグルでも大丈夫です。ホラー映画/心霊スポット/エスパー開発/特殊ホラーメイク/ホラーゲーム/映像撮影/ホラードール蒐集/UMA/宗教/怪談/タルパ/明晰夢開発/何でも歓迎   入部希望の方はDMまでご連絡下さい","お二人の独特な掛け合いがクセになるイベントでした！","1458 ","866","2","1"
"central_field_","@central_field_","中野友加里☆社長歴10年 @central_field_ バイトか社長しかやったことがありません/TikTok22万フォロワー/著書ベストセラー/販売日本一で地球にあるものすべて売れます/都市伝説BARオーナー @BarKamna /守護霊といっしょに人に憑いてるものは追い出しながら心霊写真たくさん撮って10万人から届く願いごとを叶える日常を #うしろの中野さん でマンガ連載中☆","【中野さん超☆開運イベント】  一粒万倍日×寅の日×天赦日 が重なる最強開運日に 中野さんが運気UPいたします☆彡  ★3月21(祝)★ 15:00～24:00開催  当日限定 ・中野さん開運メニュー ・開運お守り※数量限定  ※憑いてる場合は厄祓いいたします","バイトか社長しかやったことがありません/TikTok22万/著書ベストセラー/販売日本一で地球にあるものすべて売れます/都市伝説BARオーナー","676","221","43"
"lovemedo_yogen","@lovemedo_yogen","【公式】Love Me Doの大予言＠タロット一枚引きでお返事きます。 @lovemedo_yogen 「ラブちゃん、占って」と話しかけると、今のあなたへ1枚引きのタロットで返信します。 占い師 Love Me Do 公式占いサイトのTwitterです。 芸能人の結婚時期など的中実績多数 ・開運日と新月、満月のお知らせ ・最新無料占いをどこよりも早くお知らせ ・そのほか先生の開運情報を発信 #lovemedo #Doさん","おはようございます。本日は大安です。古い言葉で言えば「大いに安し」という意味があり「1日中、何をするにも吉」とされています。本日もいい日になりますように","2626 ","968","444","17"
"SUN082319","@SUN082319","こーへい 心のセルフケアコーチ @SUN082319 【自己否定を手放して幸せな人生へ】人生どん底正社員メンタル崩壊「自分の心」を一番大切にするmasaさん、おかぴーさんを引き寄せる心の仕組みを200万円かけて学ぶ""幸せと自分軸と自由""を手にする方法を無料メルマガで特別公開中|""ご縁ある方の一生の味方""","おはようございます！  『結局、最後はうまくいく』  この言霊を唱えてみてください。  いままでもそうだったように  結局、最後はなんとかなります！  絶対大丈夫です！！！  安心してくださいね","3566 ","019","396","38"
"kub81pre","@kub81pre","くぼ｜Appleの 背が大きい人 @kub81pre 【人生を楽しむ秘訣】Twitterをリアルに繋げるフットワーク│ 友達0人11か月で250人リアル交流│人生を少し変える│刺さる画像リプ で 大喜利│月間インプ6600万(単月)│Amazonアソシエイト参加│#パワスポ開運 × AppleWatch#リプ欄に。フォローして待ってて→","【お知らせ】 来月4/28（金）東京にて再び平野井シェフとコラボ肉会開催しますはじめましての方も大歓迎！ご参加希望の方はDMもしくはリプください。","2781 ","713","97","19"
"TChan831","@TChan831","Momo-chan @TChan831 猫とピアノと文学、お酒が好き（禁酒中）。料理は毎日。元ボクサー（目を傷め、プロは断念）。モットーは、適度にテキトー。3社で勤務後、現在フリーランスの翻訳チェッカー。料理や猫、音楽などを中心に雑多な由無し言を呟きます。  なお署名つきのツイートは飼い猫のももちゃんが勝手にしたもの   ぜひお気軽にフォローを","おはようございます  朝食は、#えびアボカドトースト。アンチエイジングに抜かりなし。#老化はみんなYEAR  明け方、両親の部屋からももちゃんのイビキが聞こえ。 生きとるんだよナと実感し、妙に感傷的に……。  さあ、お空も真っ青の好天であります  皆さま、良き月曜日にいたしませう","1万 ","195","443","10"
"mimishiao388","@mimishiao388","あお耳もみ/耳診断 @mimishiao388 【耳ってスゴイ!を発信】3ヶ月でﾌｫﾛﾜｰさん1.1万人達成｜耳ﾌｪﾁ×耳ﾏﾆｱ×耳ｵﾀｸ｜耳ﾘﾌﾚｸｿﾛｼﾞｰ専門家｜耳施術3万人超｜よくのびる柔らかい耳が自慢｜??#耳でアナタの性格も本質も丸見えです｜ﾌｫﾛｰうれしいです♪","福耳（ふくみみ）って知ってる？｢耳たぶ」が大きくふっくら 肉厚で、上に ""米粒"" が乗るくらい 上を向いて 受けているのが 最強に良い形。代表的なのは【 浅田真央さん 】お金のめぐりがよく長く 豊かな生活が送れる。また性格が「温厚」で「面倒見」が良くて周りの人に 感謝され助けてもらいやすい","1.1万 ","785","54","33"
"koumeiofficial","@koumeiofficial","辛口コウメイ男性心理に詳しい占い師×波動鑑定ヒーラー @koumeiofficial 2022年は約1万人を占う | 女性ではわかりにくい男心を詳しく、辛口占いでアドバイス | あなたが抱える未来への不安を占いと波動調整で抹消| 女性の恋愛（彼氏欲しい、彼と付き合いたい、復縁）、旦那・子供との関係・仕事（転職、副業、起業）の相談が得意中の得意 | #占い　#個人鑑定　#恋愛相談","今ツイートした内容  本質的過ぎて 理解できない子も  沢山いそうだったので noteにまとめます","6812 ","121","9","0"
"tamerunnn","@tamerunnn","ためるん @tamerunnn 【お金の知識をわかりやすく発信】凡人な主婦でも月7ケタ┃1年半でTwitter5万名┃パワハラ上司に悩まされ副業を本業に┃今は会社をやめて自由に働いてます。フォロワーすると40代主婦にもできたフリーランスの歩み方がわかります。","20歳、30歳、40歳それぞれの人が65歳までに手堅く年利4％で【2000万円】を貯めようとすると、毎月必要なお金は...  　　　   貯金　　 投資 20歳：3.7万円　1.4万円 30歳：4.8万円　2.3万円 40歳：6.7万円　4.0万円… さらに表示","【お金の知識をわかりやすく発信】凡人な主婦でも月7ケタ┃1年半でTwitter5万名┃パワハラ上司に悩まされ副業を本業に┃今は会社をやめて自由に働いてます。すると40代主婦にもできたフリーランスの歩み方がわかります。","657","205","97"
"asagiribotan24","@asagiribotan24","金運を動かす人朝霧牡丹 @asagiribotan24 動かなくなった金運を動かす人/数十万円単位でお金に縁があった報告アリ/タロット占いも出来る ご依頼はDM","まずはチャクラバランスを個人的に見てほしい方向けのお試し  これは今のチャクラバランスをリーディングして、バランスをとるために来月意識してほしいチャクラとそのやり方をお知らせいたします  メールでお知らせいたしますので好きなタイミングで見返せてGood","3798 ","64","3","1"
"hiyokoharumaki","@hiyokoharumaki","ヒヨコ【ポムポムサニー】 @hiyokoharumaki 2005年生まれの息子ハルマキ君は重度に近い中度知的障害を伴う自閉症・てんかんで、支援学校高等部。リアルの仕事は保育士ですが地域を回ることが業務の不思議な立場。ポムポム言います。ピアノとバイオリン弾き。PECS/国境無き猫もふ団/スイーツマネージャー/ポムポムプリン似/ツイ廃","私の造血システムはもっと仕事してください(診察終了)","7468 ","320","7","0"
"ringo19770","@ringo19770","リンゴ＠発達障害児ママ @ringo19770 【ADHD9歳息子のママ】突然病気で夫を亡くし発達障害３歳の息子を抱えてシングルマザーに｜息子のために副業を開始｜現在はフリーランス｜自己肯定感UP｜勉強しても通用しない知識じゃなく、リアルなドタバタ子育て理論発信｜子育て中ママも、自宅でビジネスが叶う｜#頑張り過ぎないことご相談はリンク先へフォロー大歓迎","おはよう新しい一日  月曜日の朝今週もスタートです 恒例の早朝交流部屋 楽しんでくださいね♪  参加方法 : このツイートをRT（必須） リプ欄にあいさつとオリツイ添付 参加者さん同士でいいね・リプ 必ずぐれさんをフォローしてね　 　 #おはぐれ交流","3962 ","460","112","54"
"monkiti_smile","@monkiti_smile","もんきち┃出版社の人 @monkiti_smile 自分らしさを活かした商品作り・売り方のコツを発信｜出版社販売部門トップ｜コンテンツ企画・マーケティングのプロ｜僕をフォローして一緒に”あなたらしさ”を見つけて、魅力のある商品づくりを考えていきましょう。","フォロワー数が気になる方へ。凍結まつりだったり、発信軸が定まらなかったり、数に悩んでいる方にぜひ読んでいただきたい記事です。なにか背中を押せたら嬉しいです。全編無料で読めます。","↓数に悩む人に向けて書いたnoteですnote.com/monkichi_ao/n/…2021年11月からTwitterを利用しています","775","126","37"
"kurumimru","@kurumimru","胡桃丸 ゆるゆるゆるりと行きますね @kurumimru もっといろいろ勉強したい！しあわせ求めて日々精進中！気にしない流されない…そんな感じかな(^^)法務、ライティングetc…。blogは日々の思いを綴っています。さわやかな田舎暮らし7年目みなさんよろしくお願いします♪( ´▽｀)","とーってもいいお天気.°(・∀・?)","2909 ","520","122","3"
"do_reboot","@do_reboot","りぶ @do_reboot 心の病からの立ち直り方｜２度のメンタルダウンで どん底→40代で人生好転→人生を楽しむ “折れない心” を入手｜接客業16年で磨いた対人スキル｜フォローで『心を整えるコツ』が身につきます｜#寝る直前に一番避けたいのは、?スマホ。スマホやパソコンの画面から出るブルーライトで、脳は『今は、昼だ！』と覚醒状態になりやすい。","デザインスクールを運営する私がオススメする【パソコンスペック】は  ①メモリ‥16GB (8GBでも出来るけどすぐ固まる) ②ハード‥1TB以上 (クラウドも上手に使いながら) ③CPU‥Intel Core i5以上 (これ以上で高いぶんにはOK) ④OS‥Mac / Windows (出来れば最新バージョンが良い)","4352 ","053","76","59"
"yossi02121","@yossi02121","yossi0212 @yossi02121 うすらぼんやり生きてます 休日にゆるく写真を撮ってます","寝る前にこっそりと  今年初の天の川撮影。撮れるか怪しい予報だったけどなんとか晴れてくれた とりあえず一番撮りやすい場所から  #milkyway #landscapephotography #tokyocameraclub","2230 ","056","91","11"
"mii_neko48X","@mii_neko48X","みぃねこ。服で悩みを解決する人。 @mii_neko48X ファッションであなたの悩みを解決します┃モテたい。結婚したい。子が自慢のパパママに。営業成績UP。全てファッションで解決┃元トップ営業マン＆中小病院経営者の秘書┃現在はファッションスタイリストとして活動。14ヶ月連続でご依頼続出中！┃お客様の幸せが何より嬉しい┃口コミには感謝","入っているん。","5935 ","173","6","0"
"riemann_golf","@riemann_golf","タクミ｜ゴルフコーチング @riemann_golf 【ゴルフ上達や人生の役に立つ情報を毎朝６時に発信中】お金も時間もスキルも無い100ギリできないダメ会社員（28歳）""好き""で人生を変える??ティーチング資格取得→レッスン開始（36歳）｜ 会社員の僕だからこそ、寄り添えることがある。気になる限定情報は公式のLINEから僕をフォローして一緒に学びましょう","ゴルフでラウンドの成績が悪くても諦めないで欲しい。気をつけてほしいのは「練習場と違う自分」を見つけること。普段できていることが、どれほどできないか。どこが狂うのか。ミスの中から探して持ち帰る。コレが重要です。「今日はおかしい、普段はこうじゃない」と考える人が多いですが真実は逆。… さらに表示","1437 ","068","46","17"
"denchi_bouchou","@denchi_bouchou","じゅん｜仕事の悩み相談人 @denchi_bouchou 【仕事に悩んだら、まず俺に聞け！】仕事が出来ない・つまらない・やりがいが見つからないを『面白い・楽しい』にします！平社員から代表取締役になった【出世のプロ】が仕事の楽しみ方、考え方を伝えます！｜つまらないを面白いに！いつでもDM相談のりまっせ！｜得意：IT、営業、障害福祉、就職・転職｜弱点：堀内健｜じゅんじゅわ～","無駄なこととは、今いる環境においては無駄というだけ。環境が変わった時に役に立つこともある。点が線になる瞬間の気持ち良さってあるんよねぇ。","3852 ","460","99","3"
"takumi920_","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー"
